user_id,condition,rank,uri
VIUZHWXV9T,base,"[3,18,21,23,13]","[""spotify:track:5iUQMwxUPdJBFeGkePtM66"",""spotify:track:7rdUtXasA973gmrr2Xxh3E"",""spotify:track:7FVGIPgLMDChTffvG2LuHV"",""spotify:track:1wnVYFmT4wXCFjCzp1CrAN"",""spotify:track:7GbAp0HKPQW7WnFJAzMoRk""]"
