user_id,condition,rank,uri
ZDTPZMDCUB,base,"[11,12,13,17,19]","[""spotify:track:00QyLmjxaSEE8qIZQjBXBj"",""spotify:track:21ugcKQyclYBZvzmCXsZ9x"",""spotify:track:1PAYgOjp1c9rrZ2kVQg2vN"",""spotify:track:60Qa4MfNC1dgVfuDF6rgMS"",""spotify:track:1TtteYFQeZfSU8AmfIAOvu""]"
