user_id,condition,rank,uri
Z906VCU2V3,cp,"[4,6,7,12,22]","[""spotify:track:0hoRmVUp5cZ1empu0nSHU8"",""spotify:track:6JmSfynzr6E0QllQZNEXEb"",""spotify:track:43xanDcfSBWuURZCWbItzf"",""spotify:track:02sas1xqIwRm7iWSoHDvKe"",""spotify:track:5mXOdtyPOL6GEuZdCyHSsb""]"
