user_id,condition,rank,uri
4JUIIVYHRN,base,"[0,1,7,19,22]","[""spotify:track:3nyvjKrxPNMnX4GtXIbLJk"",""spotify:track:4XHQyvbrBsQaaBUW1VvmsL"",""spotify:track:5Rbj8akony3l0NNM5TjH1F"",""spotify:track:6GvP2BBCrbhi0DJzLhWRsA"",""spotify:track:2cvOfKHOHgwQlLiuLKP2xR""]"
