user_id,condition,rank,uri
C0MO9CFU9G,base,"[8,12,15,18,24]","[""spotify:track:6w8pFOKn42O418qwcQElZ3"",""spotify:track:6mH3qVIeOsnQIAho5eWwhH"",""spotify:track:19nAFg6Mb6jXN3yxPC2sSk"",""spotify:track:2Cd9iWfcOpGDHLz6tVA3G4"",""spotify:track:3V2pTc1zYbZGzHlyd3YtlH""]"
