user_id,condition,rank,uri
WVNSDGJT5R,cp,"[2,13,14,18,6]","[""spotify:track:3ogtSrlbtiTamktbA0hw0E"",""spotify:track:1nJvSAI40zFSXhVFN3NkHd"",""spotify:track:1uigwk5hNV84zRd5YQQRTk"",""spotify:track:3TlIt0ReIxPsVZcOEivT5U"",""spotify:track:5V7LfzpeifeY4dA4eZLRit""]"
