user_id,condition,rank,uri
P0V21X6PEW,base,"[4,3,7,10,22]","[""spotify:track:0fonaf88IEDQM309zmU80L"",""spotify:track:049V1aSofNvW906vGZgFsD"",""spotify:track:4It00tEYLwpjQtAhqnjCPC"",""spotify:track:4T652DlATVHe0jdLKaN3Bw"",""spotify:track:3WefHNGtjexZvi66ZEx9u4""]"
