user_id,condition,rank,uri
606AAQAJU6,cp,"[2,0,10,14,24]","[""spotify:track:3EY1sjf2Xq86pQN0L4hEnU"",""spotify:track:2rN2WzftSKZzDLFApWECWz"",""spotify:track:4RcOlGelZhWfmHcYl5FhvX"",""spotify:track:6kIwzLSiQU51taaaZ9zWSE"",""spotify:track:3FhNJaCNypOAnZccdYGAWN""]"
