user_id,condition,rank,uri
BQRVR7N6N0,fair,"[11,16,22,19,15]","[""spotify:track:7cDxjUnMitNKQC5c8RQUko"",""spotify:track:3nsxMrnYlfBNotHRevTRgM"",""spotify:track:1akgiRM3mN2nxu2AX6ACCW"",""spotify:track:1CYyIsAaTrnmJ8MO2rec5f"",""spotify:track:0qeKzbUsW0V4ZWRJrHNiD3""]"
