user_id,condition,rank,uri
GO0FBQPQ37,base,"[3,24,17,19,9]","[""spotify:track:1RNtm45kw0hPMBz7gKiIYu"",""spotify:track:3GTXok0dIm0mMqBiVklBYS"",""spotify:track:5ylLypaOksxWd75YrGtx2N"",""spotify:track:3rbVv0XOyXcI27mMaJqz4F"",""spotify:track:4llK75pXNWZz6KAho2Gp16""]"
