user_id,condition,rank,uri
9SJYDK30YP,fair,"[3,10,11,21,14]","[""spotify:track:6ZEuIY9OWOMi9Jmp4ekbDt"",""spotify:track:3e1oHnUE64LjSoStKP56p9"",""spotify:track:0o3CsSLmUfPxaOocqM7JdV"",""spotify:track:7orLcSrAUPsUbqSKoAMwEz"",""spotify:track:5UFnPuO2uLPNKdVCf99ihT""]"
