user_id,condition,uris
T3V46CNZWS,base,7Ak0XlIG6ZnmVAO0hy0BNr;3DmHaJ9zYKj5Snos05lkVF;5bUlFE9dGh7pX93PUEVAue;7rxFdAdDflJZMXZCkGAlNp;7BYqVvoXpQFhs4jJ0qqNZt;1gYzBM3cQPIayXOmDkVFl3;61mac2K20BFVXltcnkWQWv;4PMaqWwW6hilTls8202lHE;0SRkuudTEWe2HOloI1Nssq;5JaVj5jhYQGYTo7C7nAf9p;07l6JFwSC4I9ZRVQBDfQY9;1FkoVC85Ds3mFoK0fVqEqP;3wjqQuhRpncL3byLBp3bmr;3iiTTuCxl62q4WvDpFRSrX;1i6N76fftMZhijOzFQ5ZtL;7DpMB4j8Ye6PGU6owqQmfm;3YD5vO3TvQRoqfU3NYYWnN;52pWggDlN5mVeX111i06PP;5orygsZ5Ga0jEOvftsXqw2;5CQ30WqJwcep0pYcV4AMNc;2Bg8e5fYvuYiM25pqByEkH;5flccuB88UqMqTO6XVXiv8;1dlgaGdQXmsYKMRuewIZkF;3wD81fRr3yH7sOmVpNm6eS;3NoOwvxhI2yMYknxqnFUVx
T3V46CNZWS,fair,3beXppvBycZ5qD0ZNpRiXb;7Ak0XlIG6ZnmVAO0hy0BNr;6WDwbOSL8PGwokjxxZ7FDG;0aiInkmMYSIizbx4YIxHHP;0SvsSiKWriV0zCxUbPrJKI;5cSlP2r1zrCU5WeR5B8eQ0;3Y1HyEI4ommUvkLuhMm7Sn;2Q4pUsVUyDLvTKIGbFlvKr;2BTIyjyThg5vaXiWBh9Vxj;38OAku0VHY2eadQesQMWnO;1rrHLi3nWVlIkJB6q1KVLo;3DmHaJ9zYKj5Snos05lkVF;0VgwyC7h2wzA4kymplW20y;3b5n82ZpDbHF5QgMmcr5XJ;4090HZ08PxpLH6dY4mv5ky;6nPdtCy29uNvDnFynt1AXL;73jLhrKOby9QOBdAdpnsOl;58fFlF7sOSo0eOgNajFWO9;5bUlFE9dGh7pX93PUEVAue;7rxFdAdDflJZMXZCkGAlNp;7BYqVvoXpQFhs4jJ0qqNZt;1gYzBM3cQPIayXOmDkVFl3;61mac2K20BFVXltcnkWQWv;4PMaqWwW6hilTls8202lHE;0SRkuudTEWe2HOloI1Nssq
T3V46CNZWS,cp,3DmHaJ9zYKj5Snos05lkVF;5bUlFE9dGh7pX93PUEVAue;7rxFdAdDflJZMXZCkGAlNp;7BYqVvoXpQFhs4jJ0qqNZt;3beXppvBycZ5qD0ZNpRiXb;3YD5vO3TvQRoqfU3NYYWnN;6WDwbOSL8PGwokjxxZ7FDG;7Ak0XlIG6ZnmVAO0hy0BNr;1gYzBM3cQPIayXOmDkVFl3;0aiInkmMYSIizbx4YIxHHP;61mac2K20BFVXltcnkWQWv;3NoOwvxhI2yMYknxqnFUVx;4PMaqWwW6hilTls8202lHE;0SRkuudTEWe2HOloI1Nssq;5JaVj5jhYQGYTo7C7nAf9p;0SvsSiKWriV0zCxUbPrJKI;07l6JFwSC4I9ZRVQBDfQY9;1FkoVC85Ds3mFoK0fVqEqP;7ccI9cStQbQdystvc6TvxD;3wjqQuhRpncL3byLBp3bmr;3iiTTuCxl62q4WvDpFRSrX;1i6N76fftMZhijOzFQ5ZtL;5cSlP2r1zrCU5WeR5B8eQ0;7DpMB4j8Ye6PGU6owqQmfm;52pWggDlN5mVeX111i06PP
