user_id,condition,uris
9SJYDK30YP,base,5ogtb9bGQoH8CjZNxmbNHR;0o3CsSLmUfPxaOocqM7JdV;5aZtv4OVEGqBV06NDTObQw;0BELfOcufjLMZkfPu2p7K5;1fmCIpRoakvPCOKdh6kPHO;2VoIwdOVARpL4XCnVEFHUE;3PQEaRs2JEwtk79IqbQYt1;5maosvba9QkQP14u6vtxog;5Fk03RQDlxc1qWe0ySDohB;76ICL8DY0BvBiEgWT3dQdS;0oc7YoWV783fGr2GbdcIrz;2Ld2LehpgQNREMxl9LlIzm;7m5COSlWIFdJ42fvpviFvr;3nwm64vSRDY3NPLRrQTI1a;4rCKRVJZKVysScn2piDuOT;3oFFLX6Y7E45c4BTMwjksY;6I50M0arcPdvTo65yFh0bL;2CMQoSgyQLXshYuWLdtlRh;3ceihRUljV1eSM1plIjsB6;7p0tz5SeCrSxTLSvwR8W3D;7JV2NXhoRNviET99qieyHQ;2cWKBlF08tW56oqDvVa0sG;3ceihRUljV1eSM1plIjsB6;7vOLJwP5O0woITaIQWOoUX;2KfXijP1BSLYFh00Q7uVuv
9SJYDK30YP,fair,0rG5nqOJMU8uEqq4RGC7oN;5ogtb9bGQoH8CjZNxmbNHR;4YuGPz26YjkBSP8xtXIpaK;6ZEuIY9OWOMi9Jmp4ekbDt;0t2YkfD5yWkVXUf1K0qoCT;3FA2d9DdtmuZ1RJ5GI47TX;560VKLbhaBAkdXxFRGPdJ5;3tzoaiHLksWxVqojECYdEG;6HMJztEGXVZgkPICDvH2yx;4TWumWfDfRwJlB7E30YQ3b;3e1oHnUE64LjSoStKP56p9;0o3CsSLmUfPxaOocqM7JdV;03G1k2NgfMpa5vOuSDwDZr;16BBgexi1do4TUwdkbdmjY;5UFnPuO2uLPNKdVCf99ihT;03vzu03ZnrKlHHL1nTi7zY;6owoifqMA61WEpm6i2IivB;3N6iVSg6CxnZ2qFXntGJPX;50YpEgpm5ldLYQULTOymTP;23ICFj4jPFWvObdA69OPHu;6zvc2Q2evAOn99A9Uh1KPk;7orLcSrAUPsUbqSKoAMwEz;7sVt29mvcMgu2cQGEm8wcl;4YKTBWjMFJ22KSR0KTKSVT;3sCibUggy6WubQZDNJNGms
9SJYDK30YP,cp,0o3CsSLmUfPxaOocqM7JdV;5aZtv4OVEGqBV06NDTObQw;0BELfOcufjLMZkfPu2p7K5;1fmCIpRoakvPCOKdh6kPHO;2VoIwdOVARpL4XCnVEFHUE;3PQEaRs2JEwtk79IqbQYt1;5maosvba9QkQP14u6vtxog;76ICL8DY0BvBiEgWT3dQdS;0rG5nqOJMU8uEqq4RGC7oN;5Fk03RQDlxc1qWe0ySDohB;4YuGPz26YjkBSP8xtXIpaK;3YVPpVJvJG2EauXurPA90F;6ZEuIY9OWOMi9Jmp4ekbDt;0t2YkfD5yWkVXUf1K0qoCT;648BMGrt98kUbLo24A4vgj;5ogtb9bGQoH8CjZNxmbNHR;3FA2d9DdtmuZ1RJ5GI47TX;0oc7YoWV783fGr2GbdcIrz;202DfCIz0fZV2SVhUNnIi4;2Ld2LehpgQNREMxl9LlIzm;7m5COSlWIFdJ42fvpviFvr;560VKLbhaBAkdXxFRGPdJ5;3nwm64vSRDY3NPLRrQTI1a;6HyCuworj0qPP77MKVSKVc;4rCKRVJZKVysScn2piDuOT
