user_id,condition,uris
WFNW44VV09,base,6m1TWFMeon7ai9XLOzdbiR;0rKtyWc8bvkriBthvHKY8d;3LSjYk6sFQaLi0MjtWcm8P;0qcr5FMsEO85NAQjrlDRKo;5FVbvttjEvQ8r2BgUcJgNg;3nXUfNbkv8ikaSdHwEp0oY;1e8J3XClxZbFmvIHLI8CE4;74ABBu8osxqmuFOAKcWWpG;6JsfvqClYnc2R5yZ67C2ch;5yuShbu70mtHXY0yLzCQLQ;3QVHmaZ3pMlOwhK6NZ7Kyd;6XxpvCj3eLWs3lYowSgC4G;6TodWdTSDfzwgYynTZSvJn;3g4GTF5OZrLrmk7hGZFkH8;4YaNLEPw3MrIgkGOkBrAh2;1Fo4OvzP9PThFKMeMIAEYu;4JWbH50WabthGhmtduR8b9;2qxaR31Te4xDR2yO6LqM8z;4qZwVr553XcQNdeqjueeE3;44R3zk8n5b3g5fTEXCkwnW;6KHL1En9v6iNWjcs44mcmU;2zcPV7NeGyhSZJK0WjETx7;4jp4Z02kzzg8gK0NmDGgml;3FQCJI2t5LTbsRPfYVBSVB;4vaxvNDaLSoD36iZX515ug
WFNW44VV09,fair,3iqBhNXiyh0C5oBh08QyuZ;6m1TWFMeon7ai9XLOzdbiR;5GQqp24qVLaCWzxa6de1AE;17XU1PTSv4OfcBUE8rNYWm;4K3gM7kzX4POAfrs71HomN;1FlAMUpKrjY4NdaqsXjl1w;0XwvxY5yMRI7vh55eBRe3B;62z2Su8BBGvR50aOvdjPzW;0FXM7rvkGhau2nFzF5f2OV;3Hz3tTQwOdM6XkA0ALB2G9;34GTE14mHrS6mj4Jf31OME;0rKtyWc8bvkriBthvHKY8d;5FYYGR9dUsN7qSbuKriwxO;7xQxjMokrYnY8n9w19FZqr;7tQTOyhv9BAjKoMoegHncb;5KvRFKrsapVHYNzoM7rDUw;7rWRuFyvRqMlUh8rUTuWqb;1cVsRfHoJA5AwQ7N9T742c;24KD18eYQQQWaSW9Von1vA;04TshWXkhV1qkqHzf31Hn6;69W9wnBPbt38vDYNVSLRQW;6iM9PebIqd6fiUlcxm4Fkp;3ciNirB14sJzwMnSAJdNuZ;25MHcbjvSdcfTiFgbKJiZF;6A9mMKHYdeUJGvQDKChC0C
WFNW44VV09,cp,0rKtyWc8bvkriBthvHKY8d;3LSjYk6sFQaLi0MjtWcm8P;0qcr5FMsEO85NAQjrlDRKo;5FVbvttjEvQ8r2BgUcJgNg;3nXUfNbkv8ikaSdHwEp0oY;1e8J3XClxZbFmvIHLI8CE4;74ABBu8osxqmuFOAKcWWpG;6JsfvqClYnc2R5yZ67C2ch;5yuShbu70mtHXY0yLzCQLQ;3QVHmaZ3pMlOwhK6NZ7Kyd;6XxpvCj3eLWs3lYowSgC4G;6TodWdTSDfzwgYynTZSvJn;3iqBhNXiyh0C5oBh08QyuZ;44R3zk8n5b3g5fTEXCkwnW;5GQqp24qVLaCWzxa6de1AE;17XU1PTSv4OfcBUE8rNYWm;4K3gM7kzX4POAfrs71HomN;1FlAMUpKrjY4NdaqsXjl1w;3BsaRV5QIulYz2lV9WWa8T;0XwvxY5yMRI7vh55eBRe3B;62z2Su8BBGvR50aOvdjPzW;1T0Dv84b0Za7FoLcoeajgh;0FXM7rvkGhau2nFzF5f2OV;3Hz3tTQwOdM6XkA0ALB2G9;34GTE14mHrS6mj4Jf31OME
