user_id,condition,uris
B44P0PXVWX,base,7448rwdrtddS5irSvOgPA6;66TRwr5uJwPt15mfFkzhbi;2wz5weI4PREzpexKfrKgwv;4mEPquRcjE0gTFoylj2b5v;4356Typ82hUiFAynbLYbPn;7JeKXMQKm6GoLGTkNy2jZ0;2ouOVzQTzSsLa2OH1Zxhvu;6LdLYa0TRRmv1RduGn1aaZ;10fddGyyeUquZZ2uPTjD7P;5IHmCv6LwS3JxQYEV9rst9;0kD586ste6xyDRqUYhVlCh;77AbmFudFBhF5a4Vcmwqtu;1D2Aldrksl9yWWCIPOeDzy;4uX7M3U4I1nsZ7SFM4XNCn;0sgEQ34KyLdxBi6gumNKpt;0fTiDOXRNEN0lUeYGoSHml;1CYyIsAaTrnmJ8MO2rec5f;6GyKm6DWZqF2el8ItMfVIK;3sl4dcqSwxHVnLfqwF2jly;7rv0UuxMX7CpUUwEE1jVrd;00QyLmjxaSEE8qIZQjBXBj;3mRLHiSHYtC8Hk7bzZdUs1;1OrCpmM69OMGktWh4QqGpK;6XEPmHllDGDaO4w84Xjtgi;04Wi1rcNpKRdIjSt7rtMM5
B44P0PXVWX,fair,5o0eUxrcE7B7htlnRRZoWF;7448rwdrtddS5irSvOgPA6;1aPqexHVW20OTamBHdWWVL;7IsJihZTqwODrRfrrv3zWB;412CkPtLh68KLPg0pLrC53;56urRCfhQX5H3tfGt6q3uU;7AUjGWvLlvhaOrTOTtCS2m;4Y2yIyaoo0q7cM4OfVc9e2;5wRqbS5LWr06yeCy5laI5p;2mRfXNIIxzNfj8X5syN6HM;3LK452TFyApuFN9jjg3THO;66TRwr5uJwPt15mfFkzhbi;0vK80mtYypq4dAwQelZ2Dh;4hryAskv7zqhUIPDvF4N22;5KqQMnwkwKWjMNa3WreSCW;2kgCKcCRALfxGBr3Dv7XsT;4918TwZfPrxk8vKhuaqIiq;03ShCBJrWXSp3vogMeCIxz;6omW6DQqbdBwJ4NKAcyAng;4zQNklZnry15iiuglkLGdj;7r3reUtcKnpyRg62vzBlsa;0Y2QWrhPh6ATyaWYT0QLIR;6hfNsCnLZyEgDivKqZZntN;6wN9XeoEY9SLUO2KT51Yit;022KUgS0Q5c3MTePafMLai
B44P0PXVWX,cp,66TRwr5uJwPt15mfFkzhbi;5o0eUxrcE7B7htlnRRZoWF;7448rwdrtddS5irSvOgPA6;1aPqexHVW20OTamBHdWWVL;1PAYgOjp1c9rrZ2kVQg2vN;2wz5weI4PREzpexKfrKgwv;7IsJihZTqwODrRfrrv3zWB;4mEPquRcjE0gTFoylj2b5v;412CkPtLh68KLPg0pLrC53;4356Typ82hUiFAynbLYbPn;56urRCfhQX5H3tfGt6q3uU;7JeKXMQKm6GoLGTkNy2jZ0;2ouOVzQTzSsLa2OH1Zxhvu;7AUjGWvLlvhaOrTOTtCS2m;6LdLYa0TRRmv1RduGn1aaZ;4Y2yIyaoo0q7cM4OfVc9e2;10fddGyyeUquZZ2uPTjD7P;5MWx5bkuRauFJenpG1w5wt;5IHmCv6LwS3JxQYEV9rst9;5wRqbS5LWr06yeCy5laI5p;0kD586ste6xyDRqUYhVlCh;77AbmFudFBhF5a4Vcmwqtu;2mRfXNIIxzNfj8X5syN6HM;1D2Aldrksl9yWWCIPOeDzy;4uX7M3U4I1nsZ7SFM4XNCn
