user_id,condition,uris
WFZTMKTIO8,base,6gYzY4CIR667rZxQ6bfYTz;6ZqBQWfrmYqk5F9yi9S36O;0CK1HE4pBvdtseMUxn40QT;5q5gzmbBS5yQzos2BvVr1t;4mGxtC2zW3wBZH0OIuwKAE;1Z6cmYydfvOF6Aafr55zvW;6Zkl0z6XpRKOASu1KkvS0l;5Qwh0gN4af7LG5xhmabTC8;28TwQfUt2pJbmHLwoR281y;4s3CHmungRHAI5ho2edqXb;0TQ8ZHFhrbH9I0WRjIzOCQ;71V89tJj9CboDyzncO6ZN2;4xPzbEvdCbWLBL3JTA7fLi;32XguVXAL8XdpVuEygw0nM;15iosIuxC3C53BgsM5Uggs;3dpETfGoATEq6KTdPP6KWv;6myPy86FHUBJsFi7RAWp5Y;4lQsB3ERTWSNaAN1IkuNRl;2nh31QOuQ0OI1jOWcLAUYW;3BK8mbUFbBZ3mI5HE4eqCR;120brZKDllXEtyCZyLCjoI;4Jv7lweGIUOFQ7Oq2AtAh9;4VJM0eJA23ml1pUPiy5PY4;7MzUlP36y4P2Faa1bXCqCm;3ZbMNfEbxMPNxNPOFPxrqj
WFZTMKTIO8,fair,2e58TfTLg04LEG1oyVipCp;6gYzY4CIR667rZxQ6bfYTz;2wxz8T750ZwBaVlFopZI42;6KFYhoNEXNGQ3w3xuhu5G2;0GR2HhZteEmmcLf02bLXid;2Fz1MRa0fFKzNibKhxfEVe;5w1vhNA2OEWUQ371QzyMmM;5RWnoC1QMKOUsmjaXlsFTL;0Cy2x4vkNHiZ2Z3XiZE5Yu;7v3wcfESfRKICfvNFnyn0T;4TWumWfDfRwJlB7E30YQ3b;6ZqBQWfrmYqk5F9yi9S36O;3H25ywsvlV0ZT2XSpSU7wk;72mivhdidWarjLnbl0iz2k;1YI006fNvkEW0QiYQX54XL;4qX18Am6dJZg0ovgddL7w6;3gsmlMuntEjN1n62LVUw9K;1iPTSLcoezNpFMaXK29EsG;7Dm8mNOZl8QWRODYr2caBd;7bodHvhIv2pD2HFdmpztBf;3oq4ObferqWNZB11Awi8ON;5jE0l3Qcgv2vHOWta2Hxiy;6zDXmu1VwJZAxCBIccPRHB;1UAjCbQfrW8CGpap0zCBeL;25xLTYoRZOv8OTsQdesMZ2
WFZTMKTIO8,cp,6ZqBQWfrmYqk5F9yi9S36O;2e58TfTLg04LEG1oyVipCp;6gYzY4CIR667rZxQ6bfYTz;2wxz8T750ZwBaVlFopZI42;15iosIuxC3C53BgsM5Uggs;0CK1HE4pBvdtseMUxn40QT;6KFYhoNEXNGQ3w3xuhu5G2;5q5gzmbBS5yQzos2BvVr1t;0GR2HhZteEmmcLf02bLXid;4mGxtC2zW3wBZH0OIuwKAE;1Z6cmYydfvOF6Aafr55zvW;2Fz1MRa0fFKzNibKhxfEVe;6Zkl0z6XpRKOASu1KkvS0l;5w1vhNA2OEWUQ371QzyMmM;5Qwh0gN4af7LG5xhmabTC8;28TwQfUt2pJbmHLwoR281y;5RWnoC1QMKOUsmjaXlsFTL;4s3CHmungRHAI5ho2edqXb;0TQ8ZHFhrbH9I0WRjIzOCQ;0Cy2x4vkNHiZ2Z3XiZE5Yu;71V89tJj9CboDyzncO6ZN2;4Jv7lweGIUOFQ7Oq2AtAh9;4xPzbEvdCbWLBL3JTA7fLi;7v3wcfESfRKICfvNFnyn0T;32XguVXAL8XdpVuEygw0nM
