user_id,condition,uris
GPM2I6EIUZ,base,6lWY4ji9T0tpFU2xbnRC1p;1H5tvpoApNDxvxDexoaAUo;7jJH8F3PHlNvxfqEAAfFDl;6fA7akEuTUL3dW1V0GELaZ;6X5DnbDW9n8mbvKoKTEuAt;47wtXjG0Sk6DI6cjkRBcEg;6tVwi09OwB7zVYV0NUajeP;6qqODGz2Ob4Yt139qzN3NO;46MX86XQqYCZRvwPpeq4Gi;7vA2Y79Q4bBqdzBCfHeGEe;1HDaENkQhUMm16pjdxZvHn;2lFlveK1y13WWp3vnQtrr3;3I3u1ToIan8l0FKA7wV1QO;0MhCb3iakymVqQIOeYPSUf;26wLOs3ZuHJa2Ihhx6QIE6;7pWK1kMgHy5lNNiIfuRbkP;4umYKCvExzDsGJlqCNyRvZ;5auMzVHFr5Zfw6IbKarZ56;65fpYBrI8o2cfrwf2US4gq;5hcer4MP5GeHqtSjDYx5AC;3iD7f8biGSkrgGB609uzCR;6sbXGUn9V9ZaLwLdOfpKRE;0yz2J4wsXFCjMjpJ6A74yV;7Jh9XDqXe3yvxovXsLYOO2;3VA8T3rNy5V24AXxNK5u9E
GPM2I6EIUZ,fair,2GlsXuQV0YOOwPy3XKFIS9;6lWY4ji9T0tpFU2xbnRC1p;16JHRj009acpSqWKIzHVMi;4AQJm8HDhf0Z0y1bCnbQO6;3LoBP2S3cewHVTyznJZp26;48CinMznGlXCS4u6PW3VCH;5aO8NoVDDUOkxWtv4lS5oM;6KUsVERTI2fY3Swi5mo27R;6QKFBv1L8F8ZWCkJCvDSqf;5m2ZHgdFrlIskSSvrxPoYI;2mqy0iBKlV55HiAS0BewA3;1H5tvpoApNDxvxDexoaAUo;0wbrvlS9RZ79iFdH88gXtK;3WB3A1Et0ieNTNcq6qVNGN;3aRgAfrt6aQW8IimLq2aVG;2yTjzLPyPgLSfBGHgwCRr6;5qlmB5wVFkUWOhTkS2L3XF;24KD18eYQQQWaSW9Von1vA;7Fn3vG4DGWiC8T6k2FM4m6;3Et4LKZLnXygPYfNdeB3D3;2JRLoT6z48Pfihyj1s1u77;4Z2BMWlk7adX79uG1Fi2Ak;6oziNATEA4zaQps27mX9Mt;7tN0ceaX3JAz6aVtyXn9mn;4WjTbrxOPvSwQlajlE4aXH
GPM2I6EIUZ,cp,1H5tvpoApNDxvxDexoaAUo;7jJH8F3PHlNvxfqEAAfFDl;6fA7akEuTUL3dW1V0GELaZ;6X5DnbDW9n8mbvKoKTEuAt;47wtXjG0Sk6DI6cjkRBcEg;6tVwi09OwB7zVYV0NUajeP;6qqODGz2Ob4Yt139qzN3NO;46MX86XQqYCZRvwPpeq4Gi;7vA2Y79Q4bBqdzBCfHeGEe;2lFlveK1y13WWp3vnQtrr3;2GlsXuQV0YOOwPy3XKFIS9;16JHRj009acpSqWKIzHVMi;1HDaENkQhUMm16pjdxZvHn;4AQJm8HDhf0Z0y1bCnbQO6;5auMzVHFr5Zfw6IbKarZ56;3LoBP2S3cewHVTyznJZp26;6lWY4ji9T0tpFU2xbnRC1p;48CinMznGlXCS4u6PW3VCH;6sbXGUn9V9ZaLwLdOfpKRE;3I3u1ToIan8l0FKA7wV1QO;0MhCb3iakymVqQIOeYPSUf;5aO8NoVDDUOkxWtv4lS5oM;26wLOs3ZuHJa2Ihhx6QIE6;7Jh9XDqXe3yvxovXsLYOO2;7pWK1kMgHy5lNNiIfuRbkP
